,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,release_year,total_gross,profit/loss,roi,release_month,release_string_x,movie_year,movie_title,original_release_date,genres,runtime,tomatometer_rating,audience_rating,directors,content_rating,production_company,release_string_y
0,1,2009-12-18,Avatar,425000000.0,760507625.0,2776345279.0,2009,3536852904.0,3111852904.0,732.2006832941177,December,2009-12,Avatar (2009-12),Avatar,2009-12-18,"Action & Adventure, Comedy, Mystery & Suspense, Science Fiction & Fantasy",155.0,82.0,82.0,James Cameron,PG-13,20th Century Fox,2009-12
1,2,2011-05-20,Pirates of the Caribbean: On Stranger Tides,410600000.0,241063875.0,1045663875.0,2011,1286727750.0,876127750.0,213.37743546030202,May,2011-05,Pirates of the Caribbean: On Stranger Tides (2011-05),Pirates of the Caribbean: On Stranger Tides,2011-05-20,"Action & Adventure, Comedy, Science Fiction & Fantasy",136.0,33.0,54.0,"Dariusz Wolski, Rob Marshall",PG-13,Walt Disney Pictures,2011-05
2,3,2019-06-07,Dark Phoenix,350000000.0,42762350.0,149762350.0,2019,192524700.0,-157475300.0,-44.99294285714286,June,2019-06,Dark Phoenix (2019-06),Dark Phoenix,2019-06-07,"Action & Adventure, Drama, Science Fiction & Fantasy",114.0,22.0,64.0,Simon Kinberg,PG-13,20th Century Fox,2019-06
3,4,2015-05-01,Avengers: Age of Ultron,330600000.0,459005868.0,1403013963.0,2015,1862019831.0,1531419831.0,463.224389292196,May,2015-05,Avengers: Age of Ultron (2015-05),Avengers: Age of Ultron,2015-05-01,"Action & Adventure, Science Fiction & Fantasy",141.0,76.0,83.0,Joss Whedon,PG-13,Walt Disney Pictures,2015-05
4,5,2017-12-15,Star Wars Ep. VIII: The Last Jedi,317000000.0,620181382.0,1316721747.0,2017,1936903129.0,1619903129.0,511.0104507886435,December,2017-12,Star Wars: The Last Jedi (2017-12),Star Wars: The Last Jedi,2017-12-15,"Action & Adventure, Drama, Science Fiction & Fantasy",152.0,90.0,43.0,Rian Johnson,PG-13,Walt Disney Pictures,2017-12
5,6,2015-12-18,Star Wars Ep. VII: The Force Awakens,306000000.0,936662225.0,2053311220.0,2015,2989973445.0,2683973445.0,877.1155049019608,December,2015-12,Star Wars: Episode VII - The Force Awakens (2015-12),Star Wars: Episode VII - The Force Awakens,2015-12-18,"Action & Adventure, Science Fiction & Fantasy",136.0,92.0,86.0,J.J. Abrams,PG-13,Walt Disney Pictures,2015-12
6,7,2018-04-27,Avengers: Infinity War,300000000.0,678815482.0,2048134200.0,2018,2726949682.0,2426949682.0,808.9832273333334,April,2018-04,Avengers: Infinity War (2018-04),Avengers: Infinity War,2018-04-27,"Action & Adventure, Science Fiction & Fantasy",149.0,85.0,91.0,Anthony Russo,PG-13,Walt Disney Pictures,2018-04
7,9,2017-11-17,Justice League,300000000.0,229024295.0,655945209.0,2017,884969504.0,584969504.0,194.98983466666667,November,2017-11,Justice League (2017-11),Justice League,2017-11-17,"Action & Adventure, Drama, Science Fiction & Fantasy",119.0,40.0,71.0,Zack Snyder,PG-13,Warner Bros. Pictures,2017-11
8,10,2015-11-06,Spectre,300000000.0,200074175.0,879620923.0,2015,1079695098.0,779695098.0,259.898366,November,2015-11,Spectre (2015-11),Spectre,2015-11-06,Action & Adventure,148.0,63.0,61.0,Sam Mendes,PG-13,Sony Pictures,2015-11
9,11,2012-07-20,The Dark Knight Rises,275000000.0,448139099.0,1084439099.0,2012,1532578198.0,1257578198.0,457.3011629090909,July,2012-07,The Dark Knight Rises (2012-07),The Dark Knight Rises,2012-07-20,"Action & Adventure, Drama, Mystery & Suspense",165.0,87.0,90.0,Christopher Nolan,PG-13,Warner Bros. Pictures,2012-07
10,12,2018-05-25,Solo: A Star Wars Story,275000000.0,213767512.0,393151347.0,2018,606918859.0,331918859.0,120.69776690909092,May,2018-05,Solo: A Star Wars Story (2018-05),Solo: A Star Wars Story,2018-05-25,"Action & Adventure, Drama, Science Fiction & Fantasy",135.0,70.0,64.0,Ron Howard,PG-13,Walt Disney Pictures,2018-05
11,13,2013-07-02,The Lone Ranger,275000000.0,89302115.0,260002115.0,2013,349304230.0,74304230.0,27.019720000000003,July,2013-07,The Lone Ranger (2013-07),The Lone Ranger,2013-07-03,"Action & Adventure, Kids & Family, Western",149.0,30.0,51.0,Gore Verbinski,PG-13,Walt Disney Pictures,2013-07
12,14,2012-03-09,John Carter,275000000.0,73058679.0,282778100.0,2012,355836779.0,80836779.0,29.39519236363636,March,2012-03,John Carter (2012-03),John Carter,2012-03-09,"Action & Adventure, Horror, Kids & Family, Science Fiction & Fantasy",132.0,52.0,60.0,Mark Atkins,PG-13,Walt Disney Pictures,2012-03
13,15,2010-11-24,Tangled,260000000.0,200821936.0,586477240.0,2010,787299176.0,527299176.0,202.8073753846154,November,2010-11,Tangled (2010-11),Tangled,2010-11-24,"Animation, Comedy, Kids & Family, Musical & Performing Arts",101.0,89.0,87.0,"Nathan Greno, Byron Howard",PG,Walt Disney Pictures,2010-11
14,17,2016-05-06,Captain America: Civil War,250000000.0,408084349.0,1140069413.0,2016,1548153762.0,1298153762.0,519.2615048,May,2016-05,Captain America: Civil War (2016-05),Captain America: Civil War,2016-05-06,"Action & Adventure, Science Fiction & Fantasy",146.0,91.0,89.0,Anthony Russo,PG-13,Walt Disney Pictures,2016-05
15,18,2016-03-25,Batman v Superman: Dawn of Justice,250000000.0,330360194.0,867500281.0,2016,1197860475.0,947860475.0,379.14419000000004,March,2016-03,Batman v Superman: Dawn of Justice (2016-03),Batman v Superman: Dawn of Justice,2016-03-23,"Action & Adventure, Science Fiction & Fantasy",153.0,28.0,62.0,Zack Snyder,PG-13,Warner Bros. Pictures,2016-03
16,19,2012-12-14,The Hobbit: An Unexpected Journey,250000000.0,303003568.0,1017003568.0,2012,1320007136.0,1070007136.0,428.00285440000005,December,2012-12,The Hobbit: An Unexpected Journey (2012-12),The Hobbit: An Unexpected Journey,2012-12-14,"Action & Adventure, Science Fiction & Fantasy",169.0,64.0,83.0,Peter Jackson,PG-13,Warner Bros.,2012-12
17,20,2009-07-15,Harry Potter and the Half-Blood Prince,250000000.0,302089278.0,935213767.0,2009,1237303045.0,987303045.0,394.921218,July,2009-07,Harry Potter and the Half-Blood Prince (2009-07),Harry Potter and the Half-Blood Prince,2009-07-15,"Action & Adventure, Drama, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",153.0,84.0,78.0,David Yates (II),PG,Warner Bros. Pictures,2009-07
18,21,2013-12-13,The Hobbit: The Desolation of Smaug,250000000.0,258366855.0,960366855.0,2013,1218733710.0,968733710.0,387.49348399999997,December,2013-12,The Hobbit: The Desolation of Smaug (2013-12),The Hobbit: The Desolation of Smaug,2013-12-13,"Action & Adventure, Science Fiction & Fantasy",160.0,74.0,85.0,Peter Jackson,PG-13,Warner Bros.,2013-12
19,22,2014-12-17,The Hobbit: The Battle of the Five Armies,250000000.0,255119788.0,945577621.0,2014,1200697409.0,950697409.0,380.2789636,December,2014-12,The Hobbit: The Battle of the Five Armies (2014-12),The Hobbit: The Battle of the Five Armies,2014-12-17,"Action & Adventure, Science Fiction & Fantasy",144.0,59.0,74.0,Peter Jackson,PG-13,Warner Bros.,2014-12
20,23,2017-04-14,The Fate of the Furious,250000000.0,225764765.0,1234846267.0,2017,1460611032.0,1210611032.0,484.2444128,April,2017-04,The Fate of the Furious (2017-04),The Fate of the Furious,2017-04-14,"Action & Adventure, Drama",136.0,67.0,72.0,F. Gary Gray,PG-13,Universal Pictures,2017-04
21,25,2017-05-26,Pirates of the Caribbean: Dead Men Tell No Tales,230000000.0,172558876.0,788241137.0,2017,960800013.0,730800013.0,317.73913608695653,May,2017-05,Pirates of the Caribbean: Dead Men Tell No Tales (2017-05),Pirates of the Caribbean: Dead Men Tell No Tales,2017-05-26,"Action & Adventure, Drama",123.0,29.0,61.0,"Espen Sandberg, Joachim Rønning",PG-13,Walt Disney Pictures,2017-05
22,27,2012-05-04,The Avengers,225000000.0,623279547.0,1517935897.0,2012,2141215444.0,1916215444.0,851.6513084444445,May,2012-05,Marvel's The Avengers (2012-05),Marvel's The Avengers,2012-05-04,"Action & Adventure, Science Fiction & Fantasy",143.0,92.0,91.0,Unknown,PG-13,Walt Disney Pictures,2012-05
23,29,2013-06-14,Man of Steel,225000000.0,291045518.0,667999518.0,2013,959045036.0,734045036.0,326.2422382222222,June,2013-06,Man of Steel (2013-06),Man of Steel,2013-06-14,"Action & Adventure, Science Fiction & Fantasy",143.0,56.0,75.0,Zack Snyder,PG-13,Warner Bros. Pictures,2013-06
24,31,2012-07-03,The Amazing Spider-Man,220000000.0,262030663.0,757890267.0,2012,1019920930.0,799920930.0,363.6004227272727,July,2012-07,The Amazing Spider-Man (2012-07),The Amazing Spider-Man,2012-07-03,"Action & Adventure, Science Fiction & Fantasy",136.0,73.0,77.0,Marc Webb,PG-13,Sony Pictures,2012-07
25,32,2012-05-18,Battleship,220000000.0,65233400.0,313477717.0,2012,378711117.0,158711117.0,72.14141681818181,May,2012-05,Battleship (2012-05),Battleship,2012-05-18,"Action & Adventure, Science Fiction & Fantasy",131.0,34.0,54.0,Peter Berg,PG-13,Universal,2012-05
26,33,2017-06-21,Transformers: The Last Knight,217000000.0,130168683.0,602893340.0,2017,733062023.0,516062023.0,237.81660046082948,June,2017-06,Transformers: The Last Knight (2017-06),Transformers: The Last Knight,2017-06-21,"Action & Adventure, Drama, Science Fiction & Fantasy",148.0,15.0,43.0,Michael Bay,PG-13,Paramount Pictures,2017-06
27,34,2015-06-12,Jurassic World,215000000.0,652270625.0,1648854864.0,2015,2301125489.0,2086125489.0,970.290925116279,June,2015-06,Jurassic World (2015-06),Jurassic World,2015-06-12,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",124.0,70.0,78.0,Colin Trevorrow,PG-13,Universal Pictures,2015-06
28,35,2012-05-25,Men in Black 3,215000000.0,179020854.0,654213485.0,2012,833234339.0,618234339.0,287.5508553488372,May,2012-05,Men in Black III (2012-05),Men in Black III,2012-05-25,"Action & Adventure, Comedy, Science Fiction & Fantasy",104.0,68.0,70.0,Barry Sonnenfeld,PG-13,Sony Pictures,2012-05
29,36,2009-06-24,Transformers: Revenge of the Fallen,210000000.0,402111870.0,836519699.0,2009,1238631569.0,1028631569.0,489.8245566666667,June,2009-06,Transformers: Revenge of the Fallen (2009-06),Transformers: Revenge of the Fallen,2009-06-24,"Action & Adventure, Science Fiction & Fantasy",149.0,20.0,57.0,Michael Bay,PG-13,Paramount/Dreamworks,2009-06
30,37,2014-06-27,Transformers: Age of Extinction,210000000.0,245439076.0,1104039076.0,2014,1349478152.0,1139478152.0,542.6086438095238,June,2014-06,Transformers: Age of Extinction (2014-06),Transformers: Age of Extinction,2014-06-27,"Action & Adventure, Science Fiction & Fantasy",165.0,18.0,50.0,Michael Bay,PG-13,Paramount Pictures,2014-06
31,39,2010-05-14,Robin Hood,210000000.0,105487148.0,322459006.0,2010,427946154.0,217946154.0,103.78388285714286,May,2010-05,Robin Hood (2010-05),Robin Hood,2010-05-14,"Action & Adventure, Drama",139.0,43.0,58.0,Ridley Scott,PG-13,Universal,2010-05
32,42,2018-02-16,Black Panther,200000000.0,700059566.0,1348258224.0,2018,2048317790.0,1848317790.0,924.158895,February,2018-02,Black Panther (2018-02),Black Panther,2018-02-16,"Action & Adventure, Drama, Science Fiction & Fantasy",134.0,96.0,79.0,Ryan Coogler,PG-13,Marvel Studios,2018-02
33,44,2018-06-15,Incredibles 2,200000000.0,608581744.0,1242520711.0,2018,1851102455.0,1651102455.0,825.5512274999999,June,2018-06,Incredibles 2 (2018-06),Incredibles 2,2018-06-15,"Action & Adventure, Animation, Kids & Family",118.0,93.0,84.0,Brad Bird,PG,Disney/Pixar,2018-06
34,45,2016-12-16,Rogue One: A Star Wars Story,200000000.0,532177324.0,1049102856.0,2016,1581280180.0,1381280180.0,690.64009,December,2016-12,Rogue One: A Star Wars Story (2016-12),Rogue One: A Star Wars Story,2016-12-16,"Action & Adventure, Drama, Science Fiction & Fantasy",134.0,84.0,86.0,Gareth Edwards (V),PG-13,Walt Disney Pictures,2016-12
35,46,2016-06-17,Finding Dory,200000000.0,486295561.0,1021215193.0,2016,1507510754.0,1307510754.0,653.755377,June,2016-06,Finding Dory (2016-06),Finding Dory,2016-06-17,Animation,103.0,94.0,84.0,"Andrew Stanton, Angus MacLane",PG,Walt Disney Pictures/PIXAR,2016-06
36,47,2010-06-18,Toy Story 3,200000000.0,415004880.0,1068879522.0,2010,1483884402.0,1283884402.0,641.942201,June,2010-06,Toy Story 3 (2010-06),Toy Story 3,2010-06-18,"Animation, Comedy, Kids & Family",102.0,98.0,89.0,Lee Unkrich,G,Walt Disney Pictures,2010-06
37,48,2013-05-03,Iron Man 3,200000000.0,408992272.0,1215392272.0,2013,1624384544.0,1424384544.0,712.192272,May,2013-05,Iron Man 3 (2013-05),Iron Man 3,2013-05-03,"Action & Adventure, Science Fiction & Fantasy",130.0,79.0,78.0,Shane Black,PG-13,Walt Disney Pictures,2013-05
38,49,2017-05-05,Guardians of the Galaxy Vol 2,200000000.0,389813101.0,862316233.0,2017,1252129334.0,1052129334.0,526.064667,May,2017-05,Guardians of the Galaxy Vol. 2 (2017-05),Guardians of the Galaxy Vol. 2,2017-05-05,"Action & Adventure, Comedy, Science Fiction & Fantasy",135.0,85.0,87.0,James Gunn (II),PG-13,Walt Disney Pictures,2017-05
39,51,2010-03-05,Alice in Wonderland,200000000.0,334191110.0,1025491110.0,2010,1359682220.0,1159682220.0,579.84111,March,2010-03,Alice in Wonderland (2010-03),Alice in Wonderland,2010-03-05,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",109.0,51.0,55.0,Tim Burton,PG,Walt Disney Pictures,2010-03
40,52,2012-11-08,Skyfall,200000000.0,304360277.0,1110526981.0,2012,1414887258.0,1214887258.0,607.443629,November,2012-11,Skyfall (2012-11),Skyfall,2012-11-09,"Action & Adventure, Mystery & Suspense",143.0,92.0,86.0,Sam Mendes,PG-13,MGM,2012-11
41,53,2013-06-21,Monsters University,200000000.0,268488329.0,743588329.0,2013,1012076658.0,812076658.0,406.038329,June,2013-06,Monsters University (2013-06),Monsters University,2013-06-21,"Action & Adventure, Animation, Comedy, Kids & Family, Science Fiction & Fantasy",102.0,80.0,81.0,Dan Scanlon,G,Walt Disney Pictures,2013-06
42,54,2013-03-08,Oz the Great and Powerful,200000000.0,234770996.0,490359051.0,2013,725130047.0,525130047.0,262.5650235,March,2013-03,Oz the Great and Powerful (2013-03),Oz the Great and Powerful,2013-03-08,"Action & Adventure, Drama, Science Fiction & Fantasy",130.0,57.0,56.0,Sam Raimi,PG,Walt Disney Pictures,2013-03
43,55,2014-05-23,X-Men: Days of Future Past,200000000.0,233921534.0,747862775.0,2014,981784309.0,781784309.0,390.8921545,May,2014-05,X-Men: Days of Future Past (2014-05),X-Men: Days of Future Past,2014-05-23,"Action & Adventure, Science Fiction & Fantasy",131.0,90.0,91.0,Bryan Singer,PG-13,20th Century Fox,2014-05
44,56,2014-05-02,The Amazing Spider-Man 2,200000000.0,202853933.0,708996336.0,2014,911850269.0,711850269.0,355.9251345,May,2014-05,The Amazing Spider-Man 2 (2014-05),The Amazing Spider-Man 2,2014-05-02,"Action & Adventure, Drama, Science Fiction & Fantasy",141.0,51.0,64.0,Marc Webb,PG-13,Sony Pictures,2014-05
45,57,2011-06-24,Cars 2,200000000.0,191450875.0,560155383.0,2011,751606258.0,551606258.0,275.803129,June,2011-06,Cars 2 (2011-06),Cars 2,2011-06-24,"Action & Adventure, Animation, Comedy, Kids & Family",107.0,39.0,49.0,"John Lasseter, Brad Lewis",G,Walt Disney Pictures/PIXAR,2011-06
46,58,2010-12-17,Tron: Legacy,200000000.0,172062763.0,400062763.0,2010,572125526.0,372125526.0,186.062763,December,2010-12,Tron Legacy (2010-12),Tron Legacy,2010-12-17,"Action & Adventure, Science Fiction & Fantasy",125.0,51.0,63.0,Joseph Kosinski,PG,Walt Disney Pictures,2010-12
47,59,2009-11-13,2012,200000000.0,166112167.0,757677748.0,2009,923789915.0,723789915.0,361.8949575,November,2009-11,2012 (2009-11),2012,2009-11-13,"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy",158.0,39.0,47.0,Roland Emmerich,PG-13,Sony Pictures/Columbia,2009-11
48,60,2018-11-16,Fantastic Beasts: The Crimes of Grindelwald,200000000.0,159555901.0,652220086.0,2018,811775987.0,611775987.0,305.8879935,November,2018-11,Fantastic Beasts: The Crimes of Grindelwald (2018-11),Fantastic Beasts: The Crimes of Grindelwald,2018-11-16,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",134.0,36.0,54.0,David Yates (II),PG-13,Warner Bros. Pictures,2018-11
49,61,2009-05-21,Terminator Salvation,200000000.0,125322469.0,365491792.0,2009,490814261.0,290814261.0,145.4071305,May,2009-05,Terminator Salvation (2009-05),Terminator Salvation,2009-05-21,"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy",116.0,33.0,54.0,McG,PG-13,Warner Bros. Pictures,2009-05
50,62,2011-06-17,Green Lantern,200000000.0,116601172.0,219535492.0,2011,336136664.0,136136664.0,68.068332,June,2011-06,Green Lantern (2011-06),Green Lantern,2011-06-17,"Action & Adventure, Science Fiction & Fantasy",114.0,26.0,45.0,Martin Campbell,PG-13,Warner Bros. Pictures,2011-06
51,63,2010-05-28,Prince of Persia: Sands of Time,200000000.0,90759676.0,336359676.0,2010,427119352.0,227119352.0,113.55967600000001,May,2010-05,Prince of Persia: The Sands of Time (2010-05),Prince of Persia: The Sands of Time,2010-05-28,"Action & Adventure, Science Fiction & Fantasy, Romance",116.0,37.0,58.0,Mike Newell,PG-13,Walt Disney Pictures,2010-05
52,64,2011-06-29,Transformers: Dark of the Moon,195000000.0,352390543.0,1123790543.0,2011,1476181086.0,1281181086.0,657.0159415384614,June,2011-06,Transformers: Dark of the Moon (2011-06),Transformers: Dark of the Moon,2011-06-29,"Action & Adventure, Science Fiction & Fantasy",154.0,35.0,55.0,Michael Bay,PG-13,Paramount Studios,2011-06
53,65,2017-06-09,The Mummy,195000000.0,80101125.0,409953905.0,2017,490055030.0,295055030.0,151.3102717948718,June,2017-06,The Mummy (2017-06),The Mummy,2017-06-09,"Action & Adventure, Drama, Horror",107.0,16.0,35.0,Alex Kurtzman,PG-13,Universal Pictures,2017-06
54,66,2013-03-01,Jack the Giant Slayer,195000000.0,65187603.0,197687603.0,2013,262875206.0,67875206.0,34.80779794871795,March,2013-03,Jack the Giant Slayer (2013-03),Jack the Giant Slayer,2013-03-01,"Action & Adventure, Drama, Science Fiction & Fantasy",113.0,52.0,55.0,Bryan Singer,PG-13,Warner Bros.,2013-03
55,67,2015-04-03,Furious 7,190000000.0,353007020.0,1518722794.0,2015,1871729814.0,1681729814.0,885.1209547368421,April,2015-04,Furious 7 (2015-04),Furious 7,2015-04-03,"Action & Adventure, Mystery & Suspense",137.0,82.0,82.0,James Wan,PG-13,Universal Pictures,2015-04
56,68,2013-05-16,Star Trek Into Darkness,190000000.0,228778661.0,467381584.0,2013,696160245.0,506160245.0,266.40012894736844,May,2013-05,Star Trek Into Darkness (2013-05),Star Trek Into Darkness,2013-05-16,Science Fiction & Fantasy,132.0,84.0,89.0,J.J. Abrams,PG-13,Paramount,2013-05
57,69,2013-06-21,World War Z,190000000.0,202359711.0,531514650.0,2013,733874361.0,543874361.0,286.24966368421053,June,2013-06,World War Z (2013-06),World War Z,2013-06-21,"Action & Adventure, Horror, Science Fiction & Fantasy",115.0,66.0,72.0,Marc Forster,PG-13,Paramount Pictures,2013-06
58,70,2013-05-10,The Great Gatsby,190000000.0,144840419.0,351040419.0,2013,495880838.0,305880838.0,160.9899147368421,May,2013-05,The Great Gatsby (2013-05),The Great Gatsby,2013-05-10,"Drama, Romance",142.0,48.0,67.0,Baz Luhrmann,PG-13,Warner Bros. Pictures,2013-05
59,71,2009-11-06,Disney's A Christmas Carol,190000000.0,137855863.0,315709697.0,2009,453565560.0,263565560.0,138.7187157894737,November,2009-11,Disney's A Christmas Carol (2009-11),Disney's A Christmas Carol,2009-11-06,"Animation, Drama, Kids & Family, Science Fiction & Fantasy",95.0,52.0,58.0,Robert Zemeckis,PG,Walt Disney Studios,2009-11
60,72,2013-07-12,Pacific Rim,190000000.0,101802906.0,411002906.0,2013,512805812.0,322805812.0,169.8977957894737,July,2013-07,Pacific Rim (2013-07),Pacific Rim,2013-07-12,"Action & Adventure, Horror, Science Fiction & Fantasy",131.0,72.0,77.0,Guillermo del Toro,PG-13,Warner Bros. Pictures,2013-07
61,73,2015-11-25,The Good Dinosaur,187500000.0,123087120.0,333771037.0,2015,456858157.0,269358157.0,143.65768373333333,November,2015-11,The Good Dinosaur (2015-11),The Good Dinosaur,2015-11-25,"Action & Adventure, Animation, Comedy, Kids & Family",92.0,76.0,65.0,Peter Sohn,PG,Disney/Pixar,2015-11
62,77,2012-06-22,Brave,185000000.0,237282182.0,554606532.0,2012,791888714.0,606888714.0,328.0479535135135,June,2012-06,Brave (2012-06),Brave,2012-06-22,"Animation, Comedy, Kids & Family",93.0,78.0,75.0,"Brenda Chapman, Mark Andrews",PG,Walt Disney Pictures,2012-06
63,78,2017-03-10,Kong: Skull Island,185000000.0,168052812.0,561072059.0,2017,729124871.0,544124871.0,294.1215518918919,March,2017-03,Kong: Skull Island (2017-03),Kong: Skull Island,2017-03-10,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",118.0,75.0,69.0,Jordan Vogt-Roberts,PG-13,Warner Bros. Pictures/Legendary Pictures,2017-03
64,79,2016-07-22,Star Trek Beyond,185000000.0,158848340.0,335802233.0,2016,494650573.0,309650573.0,167.3786881081081,July,2016-07,Star Trek Beyond (2016-07),Star Trek Beyond,2016-07-22,"Action & Adventure, Drama, Science Fiction & Fantasy",122.0,86.0,80.0,Justin Lin,PG-13,Paramount Pictures,2016-07
65,80,2017-10-06,Blade Runner 2049,185000000.0,92054159.0,259357408.0,2017,351411567.0,166411567.0,89.95219837837838,October,2017-10,Blade Runner 2049 (2017-10),Blade Runner 2049,2017-10-06,"Action & Adventure, Drama, Science Fiction & Fantasy",164.0,88.0,81.0,Denis Villeneuve,R,Warner Bros. Pictures,2017-10
66,81,2019-05-24,Aladdin,182000000.0,246734314.0,619234314.0,2019,865968628.0,683968628.0,375.8069384615385,May,2019-05,Aladdin (2019-05),Aladdin,2019-05-24,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",128.0,57.0,94.0,Guy Ritchie,PG,Walt Disney Pictures,2019-05
67,82,2017-11-03,Thor: Ragnarok,180000000.0,315058289.0,846980024.0,2017,1162038313.0,982038313.0,545.5768405555556,November,2017-11,Thor: Ragnarok (2017-11),Thor: Ragnarok,2017-11-03,"Action & Adventure, Drama, Science Fiction & Fantasy",130.0,93.0,87.0,Taika Waititi,PG-13,Walt Disney Pictures,2017-11
68,84,2014-05-30,Maleficent,180000000.0,241407328.0,758536735.0,2014,999944063.0,819944063.0,455.52447944444447,May,2014-05,Maleficent (2014-05),Maleficent,2014-05-30,Science Fiction & Fantasy,98.0,54.0,70.0,Robert Stromberg,PG,Walt Disney Pictures,2014-05
69,85,2016-11-18,Fantastic Beasts and Where to Find Them,180000000.0,234037575.0,802402853.0,2016,1036440428.0,856440428.0,475.80023777777774,November,2016-11,Fantastic Beasts and Where to Find Them (2016-11),Fantastic Beasts and Where to Find Them,2016-11-18,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",127.0,74.0,79.0,David Yates (II),PG-13,Warner Bros. Pictures,2016-11
70,88,2016-07-01,The Legend of Tarzan,180000000.0,126643061.0,348902025.0,2016,475545086.0,295545086.0,164.19171444444444,July,2016-07,The Legend of Tarzan (2016-07),The Legend of Tarzan,2016-07-01,Action & Adventure,110.0,36.0,58.0,David Yates (II),PG-13,Lionsgate Pictures,2016-07
71,89,2011-11-23,Hugo,180000000.0,73864507.0,180047784.0,2011,253912291.0,73912291.0,41.06238388888889,November,2011-11,Hugo (2011-11),Hugo,2011-11-23,"Kids & Family, Mystery & Suspense",126.0,93.0,78.0,Martin Scorsese,PG,Paramount Studios,2011-11
72,90,2017-07-21,Valerian and the City of a Thousand Planets,180000000.0,40479370.0,215098356.0,2017,255577726.0,75577726.0,41.98762555555556,July,2017-07,Valerian and the City of a Thousand Planets (2017-07),Valerian and the City of a Thousand Planets,2017-07-21,"Action & Adventure, Drama, Science Fiction & Fantasy",137.0,48.0,53.0,Luc Besson,PG-13,EuropaCorp / STXfilms,2017-07
73,91,2015-02-06,Jupiter Ascending,179000000.0,47482519.0,181982519.0,2015,229465038.0,50465038.0,28.192758659217876,February,2015-02,Jupiter Ascending (2015-02),Jupiter Ascending,2015-02-06,"Action & Adventure, Science Fiction & Fantasy",127.0,27.0,38.0,"Lana Wachowski, Lilly Wachowski",PG-13,Warner Bros. Pictures,2015-02
74,92,2018-07-27,Mission: Impossible—Fallout,178000000.0,220159104.0,787456552.0,2018,1007615656.0,829615656.0,466.07621123595504,July,2018-07,Mission: Impossible - Fallout (2018-07),Mission: Impossible - Fallout,2018-07-27,"Action & Adventure, Drama, Mystery & Suspense",147.0,97.0,88.0,Christopher McQuarrie,PG-13,Paramount Pictures,2018-07
75,93,2016-05-27,X-Men: Apocalypse,178000000.0,155442489.0,542537546.0,2016,697980035.0,519980035.0,292.1236151685393,May,2016-05,X-Men: Apocalypse (2016-05),X-Men: Apocalypse,2016-05-27,"Action & Adventure, Science Fiction & Fantasy",143.0,47.0,65.0,Bryan Singer,PG-13,20th Century Fox,2016-05
76,94,2018-08-10,The Meg,178000000.0,145443742.0,529530715.0,2018,674974457.0,496974457.0,279.1991331460674,August,2018-08,The Meg (2018-08),The Meg,2018-08-10,"Action & Adventure, Horror, Science Fiction & Fantasy",113.0,46.0,42.0,Jon Turteltaub,PG-13,Warner Bros. Pictures,2018-08
77,95,2014-06-06,Edge of Tomorrow,178000000.0,100206256.0,370541256.0,2014,470747512.0,292747512.0,164.46489438202246,June,2014-06,Live Die Repeat: Edge of Tomorrow (2014-06),Live Die Repeat: Edge of Tomorrow,2014-06-06,"Drama, Science Fiction & Fantasy",113.0,91.0,90.0,Doug Liman,PG-13,Warner Bros. Pictures,2014-06
78,96,2019-03-08,Captain Marvel,175000000.0,426525952.0,1123061550.0,2019,1549587502.0,1374587502.0,785.4785725714286,March,2019-03,Captain Marvel (2019-03),Captain Marvel,2019-03-08,"Action & Adventure, Science Fiction & Fantasy",124.0,79.0,47.0,"Anna Boden, Ryan Fleck",PG-13,Marvel Studios,2019-03
79,97,2016-04-15,The Jungle Book,175000000.0,364001123.0,962854547.0,2016,1326855670.0,1151855670.0,658.20324,April,2016-04,The Jungle Book (2016-04),The Jungle Book,2016-04-15,"Action & Adventure, Kids & Family",105.0,94.0,86.0,Jon Favreau,PG,Walt Disney Pictures,2016-04
80,98,2015-06-19,Inside Out,175000000.0,356461711.0,854235992.0,2015,1210697703.0,1035697703.0,591.8272588571429,June,2015-06,Inside Out (2015-06),Inside Out,2015-06-19,"Animation, Kids & Family",95.0,98.0,89.0,"Pete Docter, Ronnie del Carmen",PG,Disney/Pixar,2015-06
81,99,2017-07-07,Spider-Man: Homecoming,175000000.0,334201140.0,880166350.0,2017,1214367490.0,1039367490.0,593.92428,July,2017-07,Spider-Man: Homecoming (2017-07),Spider-Man: Homecoming,2017-07-07,"Action & Adventure, Drama, Science Fiction & Fantasy",133.0,92.0,87.0,Jon Watts,PG-13,Sony Pictures,2017-07
